Math name;Math group;Math type;Folder;Math description;Parameter type;Parameter enable;Parameter name;Parameter kind;TAG name;Value;External unit;Internal unit;Formula
Load_7B_05;Generic;Custom Math;Thrust Load;;Input;Enable;a;Tag;BS-7BT-05_AVG;;[mV]·[V]^-1;[mV]·[V]^-1;
Load_7B_05;Generic;Custom Math;Thrust Load;;Input;Enable;b;Tag;BT-7BT-05;;°C;°C;
Load_7B_05;Generic;Custom Math;Thrust Load;;Input;Enable;t;Constant;- No tag def -;21;;°C;
Load_7B_05;Generic;Custom Math;Thrust Load;;Input;Enable;o;Constant;- No tag def -;-4.64332;; -;
Load_7B_05;Generic;Custom Math;Thrust Load;;Input;Enable;c;Constant;- No tag def -;0.000496;; -;
Load_7B_05;Generic;Custom Math;Thrust Load;;Input;Enable;h;Constant;- No tag def -;546.579;; -;
Load_7B_05;Generic;Custom Math;Thrust Load;;Output;Enable;g;Calc;Load_7B_05;0;kg;kg;Load_7B_05=(BS-7BT-05_AVG--4.643320-0.000496*(BT-7BT-05-21.000000))*546.579000
Load_7B_06;Generic;Custom Math;Thrust Load;;Input;Enable;a;Tag;BS-7BT-06_AVG;;[mV]·[V]^-1;[mV]·[V]^-1;
Load_7B_06;Generic;Custom Math;Thrust Load;;Input;Enable;b;Tag;BT-7BT-06;;°C;°C;
Load_7B_06;Generic;Custom Math;Thrust Load;;Input;Enable;t;Constant;- No tag def -;21;;°C;
Load_7B_06;Generic;Custom Math;Thrust Load;;Input;Enable;o;Constant;- No tag def -;-2.39051;; -;
Load_7B_06;Generic;Custom Math;Thrust Load;;Input;Enable;c;Constant;- No tag def -;-0.000044;; -;
Load_7B_06;Generic;Custom Math;Thrust Load;;Input;Enable;h;Constant;- No tag def -;555.713;; -;
Load_7B_06;Generic;Custom Math;Thrust Load;;Output;Enable;g;Calc;Load_7B_06;0;kg;kg;Load_7B_06=(BS-7BT-06_AVG--2.390510--0.000044*(BT-7BT-06-21.000000))*555.713000
Load_7B_total;Generic;Custom Math;Thrust Load;;Input;Enable;a;Tag;Avg_Load_7B;;kg;kg;
Load_7B_total;Generic;Custom Math;Thrust Load;;Output;Enable;b;Calc;Load_7B_total;0;N;N;Load_7B_total=Avg_Load_7B*40*9.8066500286389
Avg_Load_7B;Generic;Average;Thrust Load;;Input;Enable;A0;Tag;Load_7B_01;;kg;kg;
Avg_Load_7B;Generic;Average;Thrust Load;;Input;Enable;B0;Tag;Load_7B_02;;kg;kg;
Avg_Load_7B;Generic;Average;Thrust Load;;Input;Enable;C0;Tag;Load_7B_03;;kg;kg;
Avg_Load_7B;Generic;Average;Thrust Load;;Input;Enable;D0;Tag;Load_7B_04;;kg;kg;
Avg_Load_7B;Generic;Average;Thrust Load;;Input;Enable;E0;Tag;Load_7B_05;;kg;kg;
Avg_Load_7B;Generic;Average;Thrust Load;;Input;Enable;F0;Tag;Load_7B_06;;kg;kg;
Avg_Load_7B;Generic;Average;Thrust Load;;Output;Enable;;Calc;Avg_Load_7B;NaN;kg;kg;
Avg_Load_7B;Generic;Average;Thrust Load;;Output;Disable;;Calc;Avg_Load_7B:SD;NaN;kg;kg;
Load_2B_01;Generic;Custom Math;B2;;Input;Enable;a;Tag;KXB201_AVG;;N;N;
Load_2B_01;Generic;Custom Math;B2;;Input;Enable;b;Tag;Off_KXB201;;N;N;
Load_2B_01;Generic;Custom Math;B2;;Output;Enable;c;Calc;Load_2B_01;0;N;N;Load_2B_01=KXB201_AVG-Off_KXB201
Load_2B_02;Generic;Custom Math;B2;;Input;Enable;a;Tag;KXB202_AVG;;N;N;
Load_2B_02;Generic;Custom Math;B2;;Input;Enable;b;Tag;Off_KXB202;;N;N;
Load_2B_02;Generic;Custom Math;B2;;Output;Enable;c;Calc;Load_2B_02;0;N;N;Load_2B_02=KXB202_AVG-Off_KXB202
Load_2B_03;Generic;Custom Math;B2;;Input;Enable;a;Tag;KXB203_AVG;;N;N;
Load_2B_03;Generic;Custom Math;B2;;Input;Enable;b;Tag;Off_KXB203;;N;N;
Load_2B_03;Generic;Custom Math;B2;;Output;Enable;c;Calc;Load_2B_03;0;N;N;Load_2B_03=KXB203_AVG-Off_KXB203
Load_2B_04;Generic;Custom Math;B2;;Input;Enable;a;Tag;KXB204_AVG;;N;N;
Load_2B_04;Generic;Custom Math;B2;;Input;Enable;b;Tag;Off_KXB204;;N;N;
Load_2B_04;Generic;Custom Math;B2;;Output;Enable;c;Calc;Load_2B_04;0;N;N;Load_2B_04=KXB204_AVG-Off_KXB204
Off_KXB201;Costants;Costants;B2;;Output;Enable;;Constant;Off_KXB201;0;N;N;
Off_KXB202;Costants;Costants;B2;;Output;Enable;;Constant;Off_KXB202;0;N;N;
Off_KXB203;Costants;Costants;B2;;Output;Enable;;Constant;Off_KXB203;0;N;N;
Off_KXB204;Costants;Costants;B2;;Output;Enable;;Constant;Off_KXB204;0;N;N;
Load_2B_total;Generic;Average;B2;;Input;Enable;A0;Tag;Load_2B_03;;N;N;
Load_2B_total;Generic;Average;B2;;Input;Enable;B0;Tag;Load_2B_02;;N;N;
Load_2B_total;Generic;Average;B2;;Input;Enable;C0;Tag;Load_2B_04;;N;N;
Load_2B_total;Generic;Average;B2;;Input;Enable;D0;Tag;Load_2B_01;;N;N;
Load_2B_total;Generic;Average;B2;;Output;Enable;;Calc;Load_2B_total;NaN;N;N;
Load_2B_total;Generic;Average;B2;;Output;Disable;;Calc;Load_2B_total:SD;NaN;N;N;
Load_3B_total;Generic;Average;B3;;Input;Enable;A0;Tag;Load_3B_01;;N;N;
Load_3B_total;Generic;Average;B3;;Input;Enable;B0;Tag;Load_3B_02;;N;N;
Load_3B_total;Generic;Average;B3;;Input;Enable;C0;Tag;Load_3B_03;;N;N;
Load_3B_total;Generic;Average;B3;;Input;Enable;D0;Tag;Load_3B_04;;N;N;
Load_3B_total;Generic;Average;B3;;Output;Enable;;Calc;Load_3B_total;NaN;N;N;
Load_3B_total;Generic;Average;B3;;Output;Disable;;Calc;Load_3B_total:SD;NaN;N;N;
Off_KXG204;Costants;Costants;B3;;Output;Enable;;Constant;Off_KXG204;0;N;N;
Off_KXG203;Costants;Costants;B3;;Output;Enable;;Constant;Off_KXG203;0;N;N;
Off_KXG202;Costants;Costants;B3;;Output;Enable;;Constant;Off_KXG202;0;N;N;
Off_KXG201;Costants;Costants;B3;;Output;Enable;;Constant;Off_KXG201;0;N;N;
Load_3B_04;Generic;Custom Math;B3;;Input;Enable;a;Tag;KXGB04_AVG;;N;N;
Load_3B_04;Generic;Custom Math;B3;;Input;Enable;b;Tag;Off_KXG204;;N;N;
Load_3B_04;Generic;Custom Math;B3;;Output;Enable;c;Calc;Load_3B_04;0;N;N;Load_3B_04=KXGB04_AVG-Off_KXG204
Load_3B_03;Generic;Custom Math;B3;;Input;Enable;a;Tag;KXGB03_AVG;;N;N;
Load_3B_03;Generic;Custom Math;B3;;Input;Enable;b;Tag;Off_KXG203;;N;N;
Load_3B_03;Generic;Custom Math;B3;;Output;Enable;c;Calc;Load_3B_03;0;N;N;Load_3B_03=KXGB03_AVG-Off_KXG203
Load_3B_02;Generic;Custom Math;B3;;Input;Enable;a;Tag;KXGB02_AVG;;N;N;
Load_3B_02;Generic;Custom Math;B3;;Input;Enable;b;Tag;Off_KXG202;;N;N;
Load_3B_02;Generic;Custom Math;B3;;Output;Enable;c;Calc;Load_3B_02;0;N;N;Load_3B_02=KXGB02_AVG-Off_KXG202
Load_3B_01;Generic;Custom Math;B3;;Input;Enable;a;Tag;KXGB01_AVG;;N;N;
Load_3B_01;Generic;Custom Math;B3;;Input;Enable;b;Tag;Off_KXG201;;N;N;
Load_3B_01;Generic;Custom Math;B3;;Output;Enable;c;Calc;Load_3B_01;0;N;N;Load_3B_01=KXGB01_AVG-Off_KXG201
TA022-Outer;Generic;Max;MAX_ALARMS;;Input;Enable;A0;Tag;TA0221;;°C;°C;
TA022-Outer;Generic;Max;MAX_ALARMS;;Input;Enable;B0;Tag;TA0222;;°C;°C;
TA022-Outer;Generic;Max;MAX_ALARMS;;Input;Enable;C0;Tag;TA0223;;°C;°C;
TA022-Outer;Generic;Max;MAX_ALARMS;;Output;Enable;;Calc;TA022-Outer;NaN;°C;°C;
TA022-Inner;Generic;Max;MAX_ALARMS;;Input;Enable;A0;Tag;TA0211;;°C;°C;
TA022-Inner;Generic;Max;MAX_ALARMS;;Input;Enable;B0;Tag;TA0222;;°C;°C;
TA022-Inner;Generic;Max;MAX_ALARMS;;Input;Enable;C0;Tag;TA0223;;°C;°C;
TA022-Inner;Generic;Max;MAX_ALARMS;;Output;Enable;;Calc;TA022-Inner;NaN;°C;°C;
BT-OIL-MAX;Generic;Max;MAX_ALARMS;;Input;Enable;A0;Tag;BT-OIL-01;;°C;°C;
BT-OIL-MAX;Generic;Max;MAX_ALARMS;;Input;Enable;B0;Tag;BT-OIL-02;;°C;°C;
BT-OIL-MAX;Generic;Max;MAX_ALARMS;;Input;Enable;C0;Tag;BT-OIL-03;;°C;°C;
BT-OIL-MAX;Generic;Max;MAX_ALARMS;;Input;Enable;D0;Tag;BT-OIL-04;;°C;°C;
BT-OIL-MAX;Generic;Max;MAX_ALARMS;;Input;Enable;E0;Tag;BT-OIL-05;;°C;°C;
BT-OIL-MAX;Generic;Max;MAX_ALARMS;;Output;Enable;;Calc;BT-OIL-MAX;NaN;°C;°C;
BT-SDO-MAX;Generic;Max;MAX_ALARMS;;Input;Enable;A0;Tag;BT-SDO-01;;°C;°C;
BT-SDO-MAX;Generic;Max;MAX_ALARMS;;Input;Enable;B0;Tag;BT-SDO-02;;°C;°C;
BT-SDO-MAX;Generic;Max;MAX_ALARMS;;Input;Enable;C0;Tag;BT-SDO-03;;°C;°C;
BT-SDO-MAX;Generic;Max;MAX_ALARMS;;Output;Enable;;Calc;BT-SDO-MAX;NaN;°C;°C;
TE-915-MAX;Generic;Max;MAX_ALARMS;;Input;Enable;E0;Tag;TE-9151;;°C;°C;
TE-915-MAX;Generic;Max;MAX_ALARMS;;Input;Enable;B0;Tag;TE-9152;;°C;°C;
TE-915-MAX;Generic;Max;MAX_ALARMS;;Input;Enable;C0;Tag;TE-9153;;°C;°C;
TE-915-MAX;Generic;Max;MAX_ALARMS;;Output;Enable;;Calc;TE-915-MAX;NaN;°C;°C;
BT-6MOR-MAX;Generic;Max;MAX_ALARMS;;Input;Enable;C0;Tag;BT-6MOR-01;;°C;°C;
BT-6MOR-MAX;Generic;Max;MAX_ALARMS;;Input;Enable;B0;Tag;BT-6MOR-02;;°C;°C;
BT-6MOR-MAX;Generic;Max;MAX_ALARMS;;Input;Enable;D0;Tag;BT-6MOR-03;;°C;°C;
BT-6MOR-MAX;Generic;Max;MAX_ALARMS;;Output;Enable;;Calc;BT-6MOR-MAX;NaN;°C;°C;
BT-7RMOR-MAX;Generic;Max;MAX_ALARMS;;Input;Enable;C0;Tag;BT-7RMOR-01;;°C;°C;
BT-7RMOR-MAX;Generic;Max;MAX_ALARMS;;Input;Enable;B0;Tag;BT-7RMOR-02;;°C;°C;
BT-7RMOR-MAX;Generic;Max;MAX_ALARMS;;Input;Enable;D0;Tag;BT-7RMOR-03;;°C;°C;
BT-7RMOR-MAX;Generic;Max;MAX_ALARMS;;Output;Enable;;Calc;BT-7RMOR-MAX;NaN;°C;°C;
BT-7BMOR-MAX;Generic;Max;MAX_ALARMS;;Input;Enable;A0;Tag;BT-7BMOR-01;;°C;°C;
BT-7BMOR-MAX;Generic;Max;MAX_ALARMS;;Input;Enable;B0;Tag;BT-7BMOR-02;;°C;°C;
BT-7BMOR-MAX;Generic;Max;MAX_ALARMS;;Input;Enable;C0;Tag;BT-7BMOR-03;;°C;°C;
BT-7BMOR-MAX;Generic;Max;MAX_ALARMS;;Output;Enable;;Calc;BT-7BMOR-MAX;NaN;°C;°C;
BP-B6RBCF1D-B-Avg;Generic;Average;MAX_ALARMS;;Input;Enable;A0;Tag;BP-B6RBCF1D-B1;;barD;barD;
BP-B6RBCF1D-B-Avg;Generic;Average;MAX_ALARMS;;Input;Enable;B0;Tag;BP-B6RBCF1D-B2;;barD;barD;
BP-B6RBCF1D-B-Avg;Generic;Average;MAX_ALARMS;;Output;Enable;;Calc;BP-B6RBCF1D-B-Avg;NaN;barD;barD;
BP-B6RBCF1D-B-Avg;Generic;Average;MAX_ALARMS;;Output;Disable;;Calc;BP-B6RBCF1D-B-Avg:SD;NaN;barD;barD;
BP-B6RBCF2D-B-Avg;Generic;Average;MAX_ALARMS;;Input;Enable;A0;Tag;BP-B6RBCF2D-B1;;barD;barD;
BP-B6RBCF2D-B-Avg;Generic;Average;MAX_ALARMS;;Input;Enable;B0;Tag;BP-B6RBCF2D-B2;;barD;barD;
BP-B6RBCF2D-B-Avg;Generic;Average;MAX_ALARMS;;Output;Enable;;Calc;BP-B6RBCF2D-B-Avg;NaN;barD;barD;
BP-B6RBCF2D-B-Avg;Generic;Average;MAX_ALARMS;;Output;Disable;;Calc;BP-B6RBCF2D-B-Avg:SD;NaN;barD;barD;
BP-B6RBCF3D-B-Avg;Generic;Average;MAX_ALARMS;;Input;Enable;A0;Tag;BP-B6RBCF3D-B1;;barD;barD;
BP-B6RBCF3D-B-Avg;Generic;Average;MAX_ALARMS;;Input;Enable;B0;Tag;BP-B6RBCF3D-B2;;barD;barD;
BP-B6RBCF3D-B-Avg;Generic;Average;MAX_ALARMS;;Output;Enable;;Calc;BP-B6RBCF3D-B-Avg;NaN;barD;barD;
BP-B6RBCF3D-B-Avg;Generic;Average;MAX_ALARMS;;Output;Disable;;Calc;BP-B6RBCF3D-B-Avg:SD;NaN;barD;barD;
BP-B7RBCF1-Avg;Generic;Average;MAX_ALARMS;;Input;Enable;A0;Tag;BP-B7RBCF1-01;;barD;barD;
BP-B7RBCF1-Avg;Generic;Average;MAX_ALARMS;;Input;Enable;B0;Tag;BP-B7RBCF1-02;;barD;barD;
BP-B7RBCF1-Avg;Generic;Average;MAX_ALARMS;;Output;Enable;;Calc;BP-B7RBCF1-Avg;NaN;barD;barD;
BP-B7RBCF1-Avg;Generic;Average;MAX_ALARMS;;Output;Disable;;Calc;BP-B7RBCF1-Avg:SD;NaN;barD;barD;
BP-B7RBCF2-Avg;Generic;Average;MAX_ALARMS;;Input;Enable;A0;Tag;BP-B7RBCF2-01;;barD;barD;
BP-B7RBCF2-Avg;Generic;Average;MAX_ALARMS;;Input;Enable;B0;Tag;BP-B7RBCF2-02;;barD;barD;
BP-B7RBCF2-Avg;Generic;Average;MAX_ALARMS;;Output;Enable;;Calc;BP-B7RBCF2-Avg;NaN;barD;barD;
BP-B7RBCF2-Avg;Generic;Average;MAX_ALARMS;;Output;Disable;;Calc;BP-B7RBCF2-Avg:SD;NaN;barD;barD;
BP-B6RBCF21-DIFF;Generic;Custom Math;MAX_ALARMS;;Input;Enable;a;Tag;BP-B6RBCF2D-B-Avg;;barD;barD;
BP-B6RBCF21-DIFF;Generic;Custom Math;MAX_ALARMS;;Input;Enable;b;Tag;BP-B6RBCF1D-B-Avg;;barD;barD;
BP-B6RBCF21-DIFF;Generic;Custom Math;MAX_ALARMS;;Output;Enable;c;Calc;BP-B6RBCF21-DIFF;0;barD;barD;BP-B6RBCF21-DIFF=BP-B6RBCF2D-B-Avg-BP-B6RBCF1D-B-Avg
BP-B6RBCF23-DIFF;Generic;Custom Math;MAX_ALARMS;;Input;Enable;a;Tag;BP-B6RBCF2D-B-Avg;;barD;barD;
BP-B6RBCF23-DIFF;Generic;Custom Math;MAX_ALARMS;;Input;Enable;b;Tag;BP-B6RBCF3D-B-Avg;;barD;barD;
BP-B6RBCF23-DIFF;Generic;Custom Math;MAX_ALARMS;;Output;Enable;c;Calc;BP-B6RBCF23-DIFF;0;barD;barD;BP-B6RBCF23-DIFF=BP-B6RBCF2D-B-Avg-BP-B6RBCF3D-B-Avg
BP-B7RBCF21-DIFF;Generic;Custom Math;MAX_ALARMS;;Input;Enable;a;Tag;BP-B7RBCF2-Avg;;barD;barD;
BP-B7RBCF21-DIFF;Generic;Custom Math;MAX_ALARMS;;Input;Enable;b;Tag;BP-B7RBCF1-Avg;;barD;barD;
BP-B7RBCF21-DIFF;Generic;Custom Math;MAX_ALARMS;;Output;Enable;c;Calc;BP-B7RBCF21-DIFF;0;barD;barD;BP-B7RBCF21-DIFF=BP-B7RBCF2-Avg-BP-B7RBCF1-Avg
AQ-IO_Inlet;Generic;Custom Math;Inlet Flow;;Input;Enable;a;Tag;AQ-IO-01;;kg/s;kg/s;
AQ-IO_Inlet;Generic;Custom Math;Inlet Flow;;Input;Enable;b;Tag;AQ-IO-02;;kg/s;kg/s;
AQ-IO_Inlet;Generic;Custom Math;Inlet Flow;;Input;Enable;c;Tag;AQ-IO-03;;kg/s;kg/s;
AQ-IO_Inlet;Generic;Custom Math;Inlet Flow;;Input;Enable;d;Tag;AQ-IO-04;;kg/s;kg/s;
AQ-IO_Inlet;Generic;Custom Math;Inlet Flow;;Input;Enable;e;Tag;AQ-IO-05;;kg/s;kg/s;
AQ-IO_Inlet;Generic;Custom Math;Inlet Flow;;Input;Enable;f;Tag;AQ-IO-06;;kg/s;kg/s;
AQ-IO_Inlet;Generic;Custom Math;Inlet Flow;;Input;Enable;g;Tag;AQ-IO-07;;kg/s;kg/s;
AQ-IO_Inlet;Generic;Custom Math;Inlet Flow;;Input;Enable;h;Tag;AQ-IO-08;;kg/s;kg/s;
AQ-IO_Inlet;Generic;Custom Math;Inlet Flow;;Input;Enable;i;Tag;AQ-IO-09;;kg/s;kg/s;
AQ-IO_Inlet;Generic;Custom Math;Inlet Flow;;Output;Enable;l;Calc;AQ-IO_Inlet;0;kg/s;kg/s;AQ-IO_Inlet=(AQ-IO-01+AQ-IO-02+AQ-IO-03+AQ-IO-04+AQ-IO-05+AQ-IO-06+AQ-IO-07+AQ-IO-08+AQ-IO-09)
PT-P112-Avg;Generic;Average;Fuel;;Input;Enable;A0;Tag;PT-P112A;;barA;barA;
PT-P112-Avg;Generic;Average;Fuel;;Input;Enable;B0;Tag;PT-P112B;;barA;barA;
PT-P112-Avg;Generic;Average;Fuel;;Output;Enable;;Calc;PT-P112-Avg;NaN;barA;barA;
PT-P112-Avg;Generic;Average;Fuel;;Output;Disable;;Calc;PT-P112-Avg:SD;NaN;barA;barA;
PL25-AQ;Generic;Custom Math;Plane 25;;Input;Enable;a;Tag;AQ-IO;;kg/s;kg/s;
PL25-AQ;Generic;Custom Math;Plane 25;;Input;Enable;b;Tag;MQ-FPT-PCC Sys;;kg/s;kg/s;
PL25-AQ;Generic;Custom Math;Plane 25;;Input;Enable;c;Tag;MQ-HPT-PCC Sys;;kg/s;kg/s;
PL25-AQ;Generic;Custom Math;Plane 25;;Input;Enable;d;Tag;MQ-DE Sump;;kg/s;kg/s;
PL25-AQ;Generic;Custom Math;Plane 25;;Input;Enable;e;Tag;MQ-VBV;;kg/s;kg/s;
PL25-AQ;Generic;Custom Math;Plane 25;;Output;Enable;f;Calc;PL25-AQ;0;kg/s;kg/s;PL25-AQ=AQ-IO-(MQ-FPT-PCC Sys+MQ-HPT-PCC Sys+MQ-DE Sump+MQ-VBV)
PL30-AQ;Generic;Custom Math;Plane 30;;Input;Enable;a;Tag;PL25-AQ;;kg/s;kg/s;
PL30-AQ;Generic;Custom Math;Plane 30;;Output;Enable;b;Calc;PL30-AQ;0;kg/s;kg/s;PL30-AQ=PL25-AQ*0.9
PL45-AQ;Generic;Custom Math;Plane 45;;Input;Enable;a;Tag;PL25-AQ;;kg/s;kg/s;
PL45-AQ;Generic;Custom Math;Plane 45;;Input;Enable;b;Tag;MQ-CDP-01;;kg/s;kg/s;
PL45-AQ;Generic;Custom Math;Plane 45;;Input;Enable;c;Tag;MQ-CDP-02;;kg/s;kg/s;
PL45-AQ;Generic;Custom Math;Plane 45;;Input;Enable;d;Tag;FE-P111;;kg/s;kg/s;
PL45-AQ;Generic;Custom Math;Plane 45;;Input;Enable;e;Constant;- No tag def -;0.013348;; -;
PL45-AQ;Generic;Custom Math;Plane 45;;Input;Enable;f;Constant;- No tag def -;0.025955;; -;
PL45-AQ;Generic;Custom Math;Plane 45;;Input;Enable;g;Constant;- No tag def -;0.00024;; -;
PL45-AQ;Generic;Custom Math;Plane 45;;Input;Enable;h;Constant;- No tag def -;0.00029;; -;
PL45-AQ;Generic;Custom Math;Plane 45;;Input;Enable;i;Constant;- No tag def -;0.003237;; -;
PL45-AQ;Generic;Custom Math;Plane 45;;Input;Enable;l;Constant;- No tag def -;0.003289;; -;
PL45-AQ;Generic;Custom Math;Plane 45;;Input;Enable;m;Constant;- No tag def -;0.00095;; -;
PL45-AQ;Generic;Custom Math;Plane 45;;Output;Enable;n;Calc;PL45-AQ;0;kg/s;kg/s;PL45-AQ=PL25-AQ-MQ-CDP-01-MQ-CDP-02+FE-P111-(0.013348+0.025955+0.000240+0.000290+0.003237+0.003289+0.000950)*PL25-AQ
PL48-AQ;Generic;Custom Math;Plane 48;;Input;Enable;a;Tag;PL25-AQ;;kg/s;kg/s;
PL48-AQ;Generic;Custom Math;Plane 48;;Input;Enable;b;Tag;MQ-CDP-01;;kg/s;kg/s;
PL48-AQ;Generic;Custom Math;Plane 48;;Input;Enable;c;Tag;MQ-CDP-02;;kg/s;kg/s;
PL48-AQ;Generic;Custom Math;Plane 48;;Input;Enable;d;Tag;FE-P111;;kg/s;kg/s;
PL48-AQ;Generic;Custom Math;Plane 48;;Input;Enable;e;Constant;- No tag def -;0.013348;; -;
PL48-AQ;Generic;Custom Math;Plane 48;;Input;Enable;f;Constant;- No tag def -;0.025955;; -;
PL48-AQ;Generic;Custom Math;Plane 48;;Input;Enable;g;Constant;- No tag def -;0.00024;; -;
PL48-AQ;Generic;Custom Math;Plane 48;;Input;Enable;h;Constant;- No tag def -;0.00029;; -;
PL48-AQ;Generic;Custom Math;Plane 48;;Input;Enable;i;Constant;- No tag def -;0.003237;; -;
PL48-AQ;Generic;Custom Math;Plane 48;;Input;Enable;l;Constant;- No tag def -;0.003289;; -;
PL48-AQ;Generic;Custom Math;Plane 48;;Input;Enable;m;Constant;- No tag def -;0.00095;; -;
PL48-AQ;Generic;Custom Math;Plane 48;;Output;Enable;n;Calc;PL48-AQ;0;kg/s;kg/s;PL48-AQ=PL25-AQ-MQ-CDP-01-MQ-CDP-02+FE-P111-(0.025955+0.000240+0.000290+0.003289+0.000950)*PL25-AQ
PL50-AQ;Generic;Custom Math;Plane 50;;Input;Enable;a;Tag;PL25-AQ;;kg/s;kg/s;
PL50-AQ;Generic;Custom Math;Plane 50;;Input;Enable;b;Tag;MQ-CDP-01;;kg/s;kg/s;
PL50-AQ;Generic;Custom Math;Plane 50;;Input;Enable;c;Tag;MQ-CDP-02;;kg/s;kg/s;
PL50-AQ;Generic;Custom Math;Plane 50;;Input;Enable;d;Tag;FE-P111;;kg/s;kg/s;
PL50-AQ;Generic;Custom Math;Plane 50;;Input;Enable;e;Constant;- No tag def -;0.013348;; -;
PL50-AQ;Generic;Custom Math;Plane 50;;Input;Enable;f;Constant;- No tag def -;0.025955;; -;
PL50-AQ;Generic;Custom Math;Plane 50;;Input;Enable;g;Constant;- No tag def -;0.00024;; -;
PL50-AQ;Generic;Custom Math;Plane 50;;Input;Enable;h;Constant;- No tag def -;0.00029;; -;
PL50-AQ;Generic;Custom Math;Plane 50;;Input;Enable;i;Constant;- No tag def -;0.003237;; -;
PL50-AQ;Generic;Custom Math;Plane 50;;Input;Enable;l;Constant;- No tag def -;0.003289;; -;
PL50-AQ;Generic;Custom Math;Plane 50;;Input;Enable;m;Constant;- No tag def -;0.00095;; -;
PL50-AQ;Generic;Custom Math;Plane 50;;Output;Enable;n;Calc;PL50-AQ;0;kg/s;kg/s;PL50-AQ=PL25-AQ-MQ-CDP-01-MQ-CDP-02+FE-P111-(0.000240+0.000290+0.000950)*PL25-AQ
omega_IPT;Generic;Custom Math;Aero;;Input;Enable;a;Tag;Perf-GT-1:ShL-N ;;rpm;rpm;
omega_IPT;Generic;Custom Math;Aero;;Output;Enable;b;Calc;omega_IPT;0;rad/s;rad/s;omega_IPT=Perf-GT-1:ShL-N /(30/pi(1))
H0_45;Fluid Characteristic;Gas Characterictics and Trasformation;Aero;;Input;Enable;TRASFORMATION (Code);Constant;;0;; -;
H0_45;Fluid Characteristic;Gas Characterictics and Trasformation;Aero;;Input;Enable;PRESSURE (P);Tag;Section 45:TP_MsectionAvg_Section 45a;;PaA;barA;
H0_45;Fluid Characteristic;Gas Characterictics and Trasformation;Aero;;Input;Enable;TEMPERATURE (T);Tag;Section 45:TT_MsectionAvg_Section 45a;;K;°C;
H0_45;Fluid Characteristic;Gas Characterictics and Trasformation;Aero;;Input;Enable;GAS COMPOSITION (GA);Gas Analysis;M_Air;0;; -;
H0_45;Fluid Characteristic;Gas Characterictics and Trasformation;Aero;;Input;Disable;FINAL PRESSURE (Pf);Tag;;;;barA;
H0_45;Fluid Characteristic;Gas Characterictics and Trasformation;Aero;;Input;Disable;FINAL TEMPERATURE (Tf);Tag;;;;°C;
H0_45;Fluid Characteristic;Gas Characterictics and Trasformation;Aero;;Output;Enable;;Calc;H0_45:LHV;NaN;kJ/Kg;kJ/Kg;
H0_45;Fluid Characteristic;Gas Characterictics and Trasformation;Aero;;Output;Enable;;Calc;H0_45:Molecular Weight;NaN;kg;kg;
H0_45;Fluid Characteristic;Gas Characterictics and Trasformation;Aero;;Output;Enable;;Calc;H0_45:Specific Volume initial;NaN;[m3]·[kg];[m3]·[kg];
H0_45;Fluid Characteristic;Gas Characterictics and Trasformation;Aero;;Output;Disable;;Calc;H0_45:Specific Volume final;NaN;[m3]·[kg];[m3]·[kg];
H0_45;Fluid Characteristic;Gas Characterictics and Trasformation;Aero;;Output;Enable;;Calc;H0_45:Density initial;NaN;kg/m3;kg/m3;
H0_45;Fluid Characteristic;Gas Characterictics and Trasformation;Aero;;Output;Disable;;Calc;H0_45:Density final;NaN;kg/m3;kg/m3;
H0_45;Fluid Characteristic;Gas Characterictics and Trasformation;Aero;;Output;Enable;;Calc;H0_45:Enthalpy initial;NaN;kJ/Kg;kJ/Kg;
H0_45;Fluid Characteristic;Gas Characterictics and Trasformation;Aero;;Output;Disable;;Calc;H0_45:Enthalpy final;NaN;kJ/Kg;kJ/Kg;
H0_45;Fluid Characteristic;Gas Characterictics and Trasformation;Aero;;Output;Enable;;Calc;H0_45:Entropy initial;NaN;kJ/Kg·°K;kJ/Kg·°K;
H0_45;Fluid Characteristic;Gas Characterictics and Trasformation;Aero;;Output;Disable;;Calc;H0_45:Entropy final;NaN;kJ/Kg·°K;kJ/Kg·°K;
H0_45;Fluid Characteristic;Gas Characterictics and Trasformation;Aero;;Output;Enable;;Calc;H0_45:Z initial;NaN; -; -;
H0_45;Fluid Characteristic;Gas Characterictics and Trasformation;Aero;;Output;Disable;;Calc;H0_45:Z final;NaN; -; -;
H0_45;Fluid Characteristic;Gas Characterictics and Trasformation;Aero;;Output;Enable;;Calc;H0_45:ViscoDyn initial;NaN;Pa·s;Pa·s;
H0_45;Fluid Characteristic;Gas Characterictics and Trasformation;Aero;;Output;Disable;;Calc;H0_45:ViscoDyn final;NaN;Pa·s;Pa·s;
H0_45;Fluid Characteristic;Gas Characterictics and Trasformation;Aero;;Output;Enable;;Calc;H0_45:Cp initial;NaN;kJ/Kg·°K;kJ/Kg·°K;
H0_45;Fluid Characteristic;Gas Characterictics and Trasformation;Aero;;Output;Disable;;Calc;H0_45:Cp final;NaN;kJ/Kg·°K;kJ/Kg·°K;
H0_45;Fluid Characteristic;Gas Characterictics and Trasformation;Aero;;Output;Enable;;Calc;H0_45:Cv initial;NaN;kJ/Kg·°K;kJ/Kg·°K;
